
Topic: 0
1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,
"painters [0.00618878791390341]","culture [0.00610843826231059]","portraits [0.00604430665160293]","cassatt [0.00557151395696419]","finster [0.00536304977240352]","artist [0.00698109514228928]","world [0.0065688094850662]","german [0.00764820582968897]","artist [0.00651644254894497]","composition [0.00562151311715148]","portrait [0.00629089798006107]","slovak [0.00607227998687114]",
"landscapes [0.00609554327152958]","light [0.00603286770241248]","fragonard [0.00602389823775685]","bacon [0.00549072257808412]","world [0.00531314510635846]","modern [0.00677162057770147]","mexico [0.00641568786662613]","18th [0.00738366716024728]","gold [0.00641756474204391]","ms [0.00561877807906867]","curator [0.00628777967970509]","mughal [0.00607227998687114]",
"gallery [0.00594385339851433]","world [0.00596937091860146]","abstract [0.00587224287694988]","retrospective [0.00546937961867665]","figures [0.00522918733928569]","munich [0.00668586473986061]","historical [0.00638652502127711]","british [0.00677567697503571]","modern [0.00636652040052972]","works [0.00552039305694405]","seine [0.00612115733725073]","hickey [0.00607227998687114]",
"ireland [0.00590088238476026]","gallery [0.00592768807852451]","view [0.00574858798427259]","czech [0.00544238768348454]","color [0.00521934689498657]","ferber [0.00657307656769502]","guercino [0.00635240737777184]","catalogue [0.00677147925516956]","american [0.00603055671425492]","lomas [0.0054589588135423]","picture [0.0060469958085666]","french [0.0059737758637458]",
"the [0.005861408093648]","view [0.00591674268204977]","miller [0.00569379362081488]","bend [0.00539564160457496]","picture [0.00520929824549744]","drawings [0.00646692087652473]","gallery [0.0062546197499697]","rome [0.0066410618405593]","photograph [0.0059316356773535]","garza [0.0054589588135423]","calder [0.00604254793765539]","painter [0.00595659052605979]",
"pictorial [0.00576162090761211]","essay [0.00575827582143006]","style [0.00556453296615897]","world [0.00536454541278161]","japanese [0.00517389525243458]","hirshhorn [0.00642564365032325]","american [0.00623169836811363]","white [0.00653112657791043]","artists [0.00593008208109567]","canvas [0.00529177398296677]","born [0.00602394233815098]","colors [0.00565656778002304]",
"figures [0.00551889571228377]","mexican [0.00561948217975302]","17th [0.00545643753436629]","curator [0.00516867434460195]","german [0.00507614873643953]","color [0.00639448026043789]","image [0.00592639912461991]","curator [0.00642943608788966]","piece [0.0057365468930724]","culture [0.00528931510995179]","object [0.00600582938494145]","china [0.00564957660539345]",
"germany [0.00549701795384085]","piece [0.00536338660277302]","johnson [0.00535467664223591]","german [0.00516527516550314]","michelangelo [0.0050069261363605]","mexico [0.00630546350885118]","view [0.00591779951591234]","nazis [0.00621977086319394]","objects [0.00566331579871202]","black [0.00527161722060173]","renoir [0.00568848098526234]","color [0.00559620925916819]",
"american [0.0053705686448515]","pictorial [0.00531624914781242]","esthetic [0.00514614906671724]","de [0.00501777752299105]","drawings [0.00498857719642253]","hitler [0.00618689933215313]","viola [0.00587636342432734]","squares [0.00611575828452316]","style [0.00564953294722764]","color [0.00525626166533494]","camera [0.00568713866236749]","emperors [0.00558398738160523]",
"keeffe [0.00533977462047402]","kooning [0.00531624914781242]","chimes [0.00511525699358335]","culture [0.0049511237289504]","body [0.00495944808050655]","medel [0.00607991744134684]","germany [0.00553457804816806]","book [0.00605485972421664]","pieces [0.00561511176655758]","curator [0.00518928336397879]","ms [0.00562546604937574]","emigres [0.00527312675329289]",
"18th [0.00528315030645361]","stone [0.0052859985508621]","europe [0.00508677645350418]","mfa [0.0048629040723525]","landscapes [0.00491096547637421]","germany [0.00602788791287182]","portraits [0.00553265007285704]","abject [0.00587697395511864]","teirstein [0.0056137179040513]","death [0.00518774409871776]","work [0.0055583142126411]","blue [0.00523727914854265]",
"curator [0.00513058654359572]","sackler [0.00525518737165988]","curator [0.00495715778966307]","beauty [0.00481252518751615]","white [0.00486059197843332]","german [0.00590630938287104]","saints [0.00551517387850465]","world [0.00577033734483225]","mexico [0.00555577551129357]","subjects [0.00518562902499196]","photograph [0.00555709402092989]","victoria [0.00522677272386547]",
"kandinsky [0.00507457820678445]","europe [0.00520834061288442]","modern [0.00482118944769691]","society [0.00471919599514773]","mexican [0.00485732880773522]","137 [0.00530727263395447]","retrospective [0.0054461009269785]","collection [0.00574303256925303]","gallery [0.00549149489537644]","goldberg [0.00503890482217352]","war [0.00549788819907833]","japanese [0.00515710062947913]",
"o [0.00501504110307673]","bridges [0.0051803415184098]","sackler [0.00480428314919404]","french [0.00462050223974673]","kuwait [0.00483146818794743]","crisp [0.00530395548016513]","brown [0.00526844236951012]","portugal [0.00570481329975122]","museums [0.00547277065373237]","venice [0.00500349110365225]","garden [0.00543875536567344]","artifacts [0.0050180991905417]",
"chinese [0.00500786284994124]","centuries [0.00500043748881122]","paris [0.00478162063971465]","bonnard [0.00460955926108288]","london [0.00480037259870766]","centuries [0.00524640810012189]","parsons [0.00520947898501001]","great [0.00558401074473494]","strokes [0.00524040750874717]","painters [0.00493653048269796]","corcoran [0.00536610181877372]","remains [0.00499755940471082]",
"light [0.00496051055107684]","sotheby [0.00495334518569668]","gold [0.00474844549730909]","photographers [0.00453929129116159]","gogh [0.00479039955550197]","cuba [0.00510617158458425]","london [0.00518580083282131]","modern [0.00545607433545388]","vaquero [0.00497955238158752]","kandinsky [0.00481348880898664]","history [0.00533596717329248]","london [0.0049870895325518]",
"animals [0.00492426697314314]","dynasty [0.00491362914018962]","historical [0.00473940529538808]","light [0.00443579971255057]","work [0.00475980855643815]","chinese [0.00504778682904406]","work [0.00512909004740176]","history [0.00541670097620208]","monet [0.00497955238158752]","contemporary [0.00473751803326713]","boating [0.00525927168655063]","british [0.00484065174482105]",
"portraits [0.00491475104366769]","artist [0.00488914141266056]","sense [0.00473412119183962]","history [0.00440546832376581]","museums [0.00467322636788823]","world [0.00500080674260885]","curator [0.00496147467160507]","european [0.00539658750865324]","artifacts [0.0048871151308183]","japanese [0.00471691857179866]","philadelphia [0.00511885982537145]","portraits [0.00477031881475665]",
"modern [0.00485997930579788]","tokyo [0.00484378320084939]","impressive [0.00468441404096404]","body [0.00435556155259566]","french [0.00459080690403469]","irving [0.00499339175535472]","spain [0.00485983307162205]","baroque [0.00534444629161495]","world [0.00485710372866169]","hirshhorn [0.00467007171669192]","dying [0.00488642979194674]","phillips [0.00472970243898217]",
"italian [0.00477821534016829]","photograph [0.00483863269395077]","painters [0.00468410992857793]","born [0.00429648769402987]","european [0.00453859711184373]","berlin [0.00484601625284757]","culture [0.00482178448051869]","paints [0.0052764243583721]","collection [0.00472927109619279]","de [0.00456227376255653]","eyes [0.00487071578786534]","sackler [0.00472737402307167]",
"jewish [0.00465847483533764]","surface [0.00480925205102339]","futurism [0.00466735470095174]","style [0.00428064258980372]","ancient [0.00449496857598194]","gold [0.00483113682642283]","body [0.00478307454892864]","lisbon [0.0052659708198066]","essay [0.00471977167985707]","german [0.00452251989248713]","phillips [0.00481529223310437]","collecting [0.0046833445861869]",
"artists [0.00459142749227717]","black [0.00479512151307526]","degas [0.00466735470095174]","figures [0.00427011471859246]","history [0.00441797528720529]","artifacts [0.00482662875536785]","paint [0.00474425474994272]","matisse [0.0052659708198066]","water [0.00470204183446398]","sofonisba [0.00449401211722749]","roses [0.00465719508816026]","mexico [0.00466780526731861]",
"sense [0.00457636558476256]","photography [0.00479274982417904]","18th [0.00463896918473899]","work [0.00412391857316618]","berlin [0.00438075725500228]","charleston [0.00481797341644942]","monet [0.00469079983176778]","figures [0.00526358556124088]","light [0.00469319581754396]","human [0.00447140964680817]","works [0.0046335970753197]","cartooning [0.00462091312717563]",
"china [0.00452226489837832]","ceramics [0.00478082407252383]","paint [0.00456100378372814]","abstraction [0.00412004581723645]","culture [0.00431111101264581]","master [0.00480190411960294]","photography [0.00453466024163514]","hunt [0.00525250713622989]","evoke [0.00464353573206802]","view [0.0044216674044966]","skin [0.00451490164681698]","landscape [0.00450988441160936]",
"style [0.00446418033735368]","subjects [0.00473583970786613]","italian [0.00455827994948061]","york [0.00405459507838053]","style [0.00430401649582918]","display [0.00479430524981894]","europe [0.00453455114680619]","forms [0.00523478457076977]","filled [0.00453482553358128]","picture [0.00433302954469175]","library [0.00446636043238701]","ancient [0.00448631214876049]",
"paint [0.00444130776466502]","united [0.00472779557977168]","table [0.00451994657299291]","nudes [0.00404471518948951]","painters [0.004302123042663]","human [0.0046760320786146]","painters [0.00445117748389777]","items [0.00519152231642686]","men [0.00442656106596653]","beauty [0.00428469233245596]","wheelock [0.00446512409214871]","isaac [0.00441545260469047]",
"human [0.00438665968168742]","17th [0.00458172476901351]","the [0.00450993579583764]","tradition [0.0039655571934527]","islamic [0.00425974793562897]","de [0.00457563413599875]","richter [0.00442818547493518]","view [0.00515877054942145]","renoir [0.00435398990878963]","wall [0.00426289892292722]","mann [0.00445143053100032]","painters [0.00439738528975999]",
"french [0.00437737324143884]","modern [0.00454205344498973]","history [0.00450165744716053]","spanish [0.00396374518139948]","20th [0.00425500144536657]","boots [0.00456115425752049]","smith [0.00439755444840467]","section [0.00514125731983397]","gouache [0.00435398990878963]","museums [0.00418920852626011]","kept [0.00442659031872573]","carpets [0.00435784045094819]",
"body [0.00435426220133595]","textiles [0.0045165693525517]","figures [0.00440098872099673]","nazca [0.00390159068484087]","centuries [0.00423040560920007]","writes [0.00455974332310319]","canvas [0.00437029664543389]","ms [0.00494519651626448]","pencil [0.00435398990878963]","war [0.00416352444747919]","view [0.00441803453728416]","view [0.00426162223561965]",
"puppets [0.00434777009189845]","picasso [0.00451459165020873]","culture [0.00437252014698889]","eyed [0.00389603450215064]","bingham [0.00422293698661973]","work [0.00453898243331098]","baroque [0.00433705608727388]","example [0.00481947031682854]","naked [0.00430736244886591]","van [0.00404321155548385]","museums [0.00440075446667314]","body [0.00424224316569324]",
"european [0.0043400777356467]","artists [0.00451104326516524]","exchanges [0.00432246450845363]","flowers [0.00383079371180183]","furchgott [0.0041859938036046]","spain [0.00453383841913822]","collection [0.004289415317338]","tribe [0.00478612450229309]","viewer [0.00428193403221381]","work [0.00397703171261854]","black [0.00436064900221244]","period [0.00421583921978955]",
"suggests [0.00430962150800192]","death [0.00447153298955347]","cubist [0.00422420156088969]","organized [0.00383028832724437]","photographer [0.0041856205126432]","van [0.00453085298184815]","saint [0.00425286854370375]","drawings [0.00475810100322948]","scenes [0.00422480641839066]","renaissance [0.00395559447723452]","wrote [0.00433576746397946]","chinese [0.00419399927146296]",
"photography [0.00426335949859655]","italian [0.0044231346055363]","daimyo [0.00422420156088969]","hispanic [0.00378258879981879]","mother [0.00418232693601534]","image [0.00447591865093124]","chinese [0.00420989743665922]","artifacts [0.00473608649105818]","shadow [0.00421736171471078]","aires [0.00393994171813754]","movement [0.00433146077765174]","alfred [0.00417411715143873]",
